CustomerID,TotalRevenue,AvgRevenuePerTransaction,TotalTransactions,TotalQuantity,TotalOrders,UniqueProducts,FirstPurchase,LastPurchase,Country,Recency,Frequency,Monetary,AOV,CustomerLifetime,Cluster,Segment
C10787,7091.83,2363.943333333333,3,15,1,3,2025-10-22 12:13:00,2025-10-22 12:13:00,Canada,37,1,7091.83,7091.83,0,0,Recent Moderate Buyers
C10788,1420.62,710.31,2,6,1,2,2025-06-14 15:03:00,2025-06-14 15:03:00,United Kingdom,167,1,1420.62,1420.62,0,2,Low-Value Customers
C10789,19457.11,2779.587142857143,7,22,3,7,2025-02-08 17:08:00,2025-10-13 12:57:00,United Kingdom,46,3,19457.11,6485.703333333334,246,1,Champions (High-Value Loyal)
C10790,12404.24,4134.746666666667,3,18,2,3,2025-02-15 09:07:00,2025-11-09 16:13:00,United Kingdom,19,2,12404.24,6202.12,267,0,Recent Moderate Buyers
C10791,14541.599999999999,2423.6,6,12,2,6,2025-10-18 14:28:00,2025-11-12 20:51:00,Spain,15,2,14541.599999999999,7270.799999999999,25,0,Recent Moderate Buyers
C10792,17808.83,1113.051875,16,49,6,11,2025-02-04 21:05:00,2025-09-05 11:05:00,United Kingdom,84,6,17808.83,2968.138333333334,212,1,Champions (High-Value Loyal)
C10793,20949.36,2992.7657142857142,7,26,4,7,2025-04-23 18:46:00,2025-08-19 08:47:00,Netherlands,101,4,20949.36,5237.34,117,1,Champions (High-Value Loyal)
C10794,11945.6,2389.12,5,13,2,5,2025-01-03 09:17:00,2025-06-17 18:14:00,Netherlands,164,2,11945.6,5972.8,165,3,At-Risk Big Spenders
C10795,9071.880000000001,1511.9800000000002,6,29,2,6,2025-01-14 21:13:00,2025-10-23 18:08:00,United Kingdom,36,2,9071.880000000001,4535.9400000000005,281,0,Recent Moderate Buyers
C10797,1971.32,985.66,2,3,1,2,2025-05-01 09:06:00,2025-05-01 09:06:00,United Kingdom,211,1,1971.32,1971.32,0,2,Low-Value Customers
C10799,4674.95,934.99,5,13,2,4,2025-05-06 08:55:00,2025-05-18 11:59:00,United Kingdom,194,2,4674.95,2337.475,12,3,At-Risk Big Spenders
C10800,7917.969999999999,1583.5939999999998,5,9,2,5,2025-04-25 12:49:00,2025-07-02 09:30:00,EIRE,149,2,7917.969999999999,3958.9849999999997,67,0,Recent Moderate Buyers
C10802,9229.61,2307.4025,4,9,1,4,2025-07-29 08:35:00,2025-07-29 08:35:00,United Kingdom,122,1,9229.61,9229.61,0,0,Recent Moderate Buyers
C10803,4509.68,1127.42,4,8,1,4,2025-11-03 16:33:00,2025-11-03 16:33:00,India,25,1,4509.68,4509.68,0,0,Recent Moderate Buyers
C10804,24787.18,1458.0694117647058,17,38,5,14,2025-03-26 17:24:00,2025-09-16 08:08:00,Singapore,73,5,24787.18,4957.436,173,1,Champions (High-Value Loyal)
C10807,666.6,333.3,2,2,1,2,2025-02-03 09:35:00,2025-02-03 09:35:00,United Kingdom,298,1,666.6,666.6,0,2,Low-Value Customers
C10808,15029.73,2504.955,6,20,2,6,2025-10-14 14:04:00,2025-11-13 18:28:00,United Kingdom,15,2,15029.73,7514.865,30,0,Recent Moderate Buyers
C10809,2815.04,703.76,4,6,1,4,2025-07-15 13:37:00,2025-07-15 13:37:00,United Kingdom,136,1,2815.04,2815.04,0,2,Low-Value Customers
C10812,383.72,383.72,1,1,1,1,2025-06-11 08:27:00,2025-06-11 08:27:00,United Kingdom,170,1,383.72,383.72,0,2,Low-Value Customers
C10813,33984.47,2124.029375,16,35,3,13,2025-05-30 19:45:00,2025-08-14 08:52:00,United Kingdom,106,3,33984.47,11328.156666666668,75,1,Champions (High-Value Loyal)
C10814,4451.67,1483.89,3,6,1,3,2025-04-16 14:31:00,2025-04-16 14:31:00,India,226,1,4451.67,4451.67,0,3,At-Risk Big Spenders
C10815,19713.12,19713.12,1,12,1,1,2025-05-27 13:20:00,2025-05-27 13:20:00,United Kingdom,185,1,19713.12,19713.12,0,3,At-Risk Big Spenders
C10816,5197.49,866.2483333333333,6,12,2,6,2025-02-28 14:16:00,2025-10-19 08:36:00,United Kingdom,40,2,5197.49,2598.745,232,0,Recent Moderate Buyers
C10818,20491.56,6830.52,3,18,1,3,2025-02-16 15:34:00,2025-02-16 15:34:00,United Kingdom,285,1,20491.56,20491.56,0,3,At-Risk Big Spenders
C10819,9865.78,3288.5933333333337,3,6,2,3,2025-02-23 10:40:00,2025-05-15 17:23:00,Germany,197,2,9865.78,4932.89,81,3,At-Risk Big Spenders
C10821,45211.340000000004,2260.567,20,67,6,13,2025-01-07 19:19:00,2025-11-06 10:55:00,France,22,6,45211.340000000004,7535.223333333334,302,1,Champions (High-Value Loyal)
C10822,16049.630000000001,2292.804285714286,7,17,2,7,2025-02-25 12:49:00,2025-04-17 15:29:00,United Kingdom,225,2,16049.630000000001,8024.8150000000005,51,3,At-Risk Big Spenders
C10823,8307.82,1038.4775,8,20,5,7,2025-02-15 12:05:00,2025-10-20 08:14:00,India,39,5,8307.82,1661.5639999999999,246,1,Champions (High-Value Loyal)
C10824,3268.62,1634.31,2,9,1,2,2025-09-12 13:17:00,2025-09-12 13:17:00,EIRE,77,1,3268.62,3268.62,0,2,Low-Value Customers
C10825,8709.2,1244.1714285714286,7,14,3,6,2025-06-08 10:01:00,2025-07-13 09:59:00,Canada,138,3,8709.2,2903.066666666667,34,1,Champions (High-Value Loyal)
C10826,13172.41,3293.1025,4,13,1,4,2025-01-17 18:18:00,2025-01-17 18:18:00,United Kingdom,315,1,13172.41,13172.41,0,3,At-Risk Big Spenders
C10827,1577.38,788.69,2,4,1,2,2025-11-25 20:17:00,2025-11-25 20:17:00,United Kingdom,2,1,1577.38,1577.38,0,2,Low-Value Customers
C10828,13027.31,2171.2183333333332,6,15,3,5,2025-03-19 08:00:00,2025-09-29 21:08:00,United Kingdom,59,3,13027.31,4342.4366666666665,194,1,Champions (High-Value Loyal)
C10830,5008.52,2504.26,2,21,1,2,2025-11-07 12:26:00,2025-11-07 12:26:00,Netherlands,21,1,5008.52,5008.52,0,0,Recent Moderate Buyers
C10831,6124.18,1531.045,4,10,2,4,2025-01-20 09:44:00,2025-03-01 19:48:00,Netherlands,271,2,6124.18,3062.09,40,3,At-Risk Big Spenders
C10832,2247.3999999999996,1123.6999999999998,2,6,1,2,2025-08-19 08:02:00,2025-08-19 08:02:00,United Kingdom,101,1,2247.3999999999996,2247.3999999999996,0,2,Low-Value Customers
C10833,10581.6,2645.4,4,11,3,4,2025-01-30 09:03:00,2025-11-18 19:49:00,United Kingdom,9,3,10581.6,3527.2000000000003,292,1,Champions (High-Value Loyal)
C10834,889.74,444.87,2,5,2,2,2025-04-17 15:10:00,2025-08-25 13:50:00,United Kingdom,95,2,889.74,444.87,129,2,Low-Value Customers
C10835,15000.61,2500.101666666667,6,28,1,6,2025-01-13 22:54:00,2025-01-13 22:54:00,Germany,318,1,15000.61,15000.61,0,3,At-Risk Big Spenders
C10837,30895.86,3089.5860000000002,10,24,3,10,2025-03-03 21:27:00,2025-09-06 22:54:00,India,82,3,30895.86,10298.62,187,1,Champions (High-Value Loyal)
C10838,7383.76,1054.8228571428572,7,13,1,7,2025-05-10 14:15:00,2025-05-10 14:15:00,United Kingdom,202,1,7383.76,7383.76,0,3,At-Risk Big Spenders
C10839,2609.81,652.4525,4,13,2,4,2025-03-13 12:29:00,2025-10-06 16:39:00,United Kingdom,53,2,2609.81,1304.905,207,0,Recent Moderate Buyers
C10840,5039.34,5039.34,1,6,1,1,2025-06-14 21:05:00,2025-06-14 21:05:00,Australia,166,1,5039.34,5039.34,0,3,At-Risk Big Spenders
C10842,24155.04,2012.92,12,26,4,11,2025-03-09 13:06:00,2025-07-29 09:16:00,India,122,4,24155.04,6038.76,141,1,Champions (High-Value Loyal)
C10843,606.55,606.55,1,1,1,1,2025-03-22 11:47:00,2025-03-22 11:47:00,India,251,1,606.55,606.55,0,2,Low-Value Customers
C10844,30327.96,2527.33,12,52,3,10,2025-05-25 10:43:00,2025-10-11 11:57:00,EIRE,48,3,30327.96,10109.32,139,1,Champions (High-Value Loyal)
C10845,18520.739999999998,3704.1479999999997,5,32,2,5,2025-02-23 09:52:00,2025-03-06 10:35:00,EIRE,267,2,18520.739999999998,9260.369999999999,11,3,At-Risk Big Spenders
C10846,36032.47,4504.05875,8,32,2,7,2025-06-12 08:09:00,2025-11-19 14:17:00,EIRE,9,2,36032.47,18016.235,160,0,Recent Moderate Buyers
C10847,3056.76,3056.76,1,2,1,1,2025-06-17 20:18:00,2025-06-17 20:18:00,United Kingdom,163,1,3056.76,3056.76,0,2,Low-Value Customers
C10850,16796.48,1679.648,10,32,3,10,2025-04-26 22:40:00,2025-08-07 12:44:00,Germany,113,3,16796.48,5598.826666666667,102,1,Champions (High-Value Loyal)
